Hour,VMT (Veh-Miles),VHT (Veh-Hours),# Lane Points,% Observed
10/6/2023 7:00,"23,786,330.20","416,260.40",445901,53.40
10/6/2023 8:00,"23,479,536.60","417,801.20",445926,53.50
10/6/2023 9:00,"22,667,552.60","388,585.80",445886,53.50
10/6/2023 10:00,"23,302,448.40","397,249.80",445842,53.50
10/6/2023 11:00,"24,264,651.80","418,197.30",445612,53.50
10/6/2023 12:00,"25,178,100.10","444,333.90",445895,53.40
10/6/2023 13:00,"25,798,078.20","474,500.90",445883,53.50
10/6/2023 14:00,"26,467,461.40","514,479.50",445880,53.40
10/6/2023 15:00,"26,530,467.90","546,582.50",445636,53.30
10/6/2023 16:00,"26,414,652.90","547,717.90",445824,53.30
10/6/2023 17:00,"26,064,586.60","525,447.20",445868,53.20
10/6/2023 18:00,"24,172,041.30","446,921.00",445894,53.10
10/6/2023 19:00,"21,679,140.60","369,785.80",445822,53.10
10/6/2023 20:00,"18,656,384.50","297,066.70",445631,53.00
10/6/2023 21:00,"16,510,015.60","249,521.20",445874,53.00
10/6/2023 22:00,"13,899,436.80","208,488.40",445887,53.10
10/6/2023 23:00,"10,474,242.30","157,618.50",445616,53.10
10/7/2023 0:00,"7,449,091.20","112,161.50",445818,53.10
10/7/2023 1:00,"5,421,330.90","81,858.00",445668,53.20
10/7/2023 2:00,"4,546,929.80","68,939.80",445920,53.10
10/7/2023 3:00,"4,185,444.40","63,600.20",445914,53.20
10/7/2023 4:00,"5,128,075.10","77,627.20",445535,53.10
10/7/2023 5:00,"7,675,469.70","115,328.20",445914,53.00
10/7/2023 6:00,"11,534,103.80","175,804.20",445920,53.00
10/7/2023 7:00,"15,783,237.00","242,236.10",445914,53.00
10/7/2023 8:00,"19,616,608.00","303,959.80",445914,53.10
10/7/2023 9:00,"22,510,633.20","355,885.90",445894,53.10
10/7/2023 10:00,"24,204,773.40","396,083.30",445914,53.10
10/7/2023 11:00,"25,177,408.30","426,174.40",445920,53.10
10/7/2023 12:00,"25,595,850.60","441,593.50",445901,53.10
10/7/2023 13:00,"25,670,683.60","446,579.30",445888,53.00
10/7/2023 14:00,"25,556,995.30","446,947.30",445915,53.00
10/7/2023 15:00,"25,450,018.10","445,709.20",445909,53.10
10/7/2023 16:00,"25,079,627.40","436,645.40",445909,53.00
10/7/2023 17:00,"24,132,380.00","411,195.00",445878,53.00
10/7/2023 18:00,"22,576,462.30","375,107.90",445870,53.00
10/7/2023 19:00,"20,236,217.60","326,194.10",445656,52.90
10/7/2023 20:00,"17,757,062.00","276,864.00",445914,53.00
10/7/2023 21:00,"16,488,971.40","248,328.70",445908,52.90
10/7/2023 22:00,"14,909,839.50","223,142.70",445914,53.00
10/7/2023 23:00,"11,699,631.30","175,496.60",445920,53.00
10/8/2023 0:00,"8,368,881.10","125,375.80",445864,53.30
10/8/2023 1:00,"5,761,547.10","86,393.40",445926,53.30
10/8/2023 2:00,"4,435,823.60","66,770.20",445920,53.40
10/8/2023 3:00,"3,599,853.40","54,297.20",445938,53.30
10/8/2023 4:00,"3,689,660.50","55,679.60",445912,53.10
10/8/2023 5:00,"4,998,362.20","74,972.30",445956,53.10
10/8/2023 6:00,"7,305,459.70","109,787.00",445950,53.20
10/8/2023 7:00,"10,048,606.40","150,704.10",445962,53.30
10/8/2023 8:00,"13,940,883.10","210,446.10",445968,53.40
10/8/2023 9:00,"18,590,331.70","285,038.30",446004,53.40
10/8/2023 10:00,"22,160,759.20","348,210.50",446040,53.30
10/8/2023 11:00,"23,988,515.60","390,148.70",446034,53.30
10/8/2023 12:00,"24,970,675.70","415,474.40",446034,53.30
10/8/2023 13:00,"25,307,476.00","426,937.60",446022,53.30
10/8/2023 14:00,"25,066,146.50","422,784.60",446022,53.30
10/8/2023 15:00,"24,593,119.80","410,788.60",446002,53.30
10/8/2023 16:00,"24,082,483.20","397,583.90",445645,53.30
10/8/2023 17:00,"23,059,030.20","376,204.80",445605,53.30
10/8/2023 18:00,"21,496,526.90","347,980.30",445806,53.30
10/8/2023 19:00,"19,874,513.40","320,554.80",445773,53.20
10/8/2023 20:00,"17,927,033.50","284,716.00",445571,53.20
10/8/2023 21:00,"15,379,877.40","234,589.80",445794,53.20
10/8/2023 22:00,"11,692,566.90","175,381.10",445773,53.30
10/8/2023 23:00,"8,113,684.10","121,301.70",445768,53.30
10/9/2023 0:00,"5,526,923.90","82,747.30",445724,53.10
10/9/2023 1:00,"4,022,873.80","60,770.80",445793,53.10
10/9/2023 2:00,"3,654,317.10","55,506.00",445764,53.20
10/9/2023 3:00,"4,649,462.40","70,344.20",445753,53.10
10/9/2023 4:00,"8,360,060.10","125,428.50",445733,53.00
10/9/2023 5:00,"14,736,957.00","221,408.40",445728,52.70
10/9/2023 6:00,"19,643,038.90","327,856.70",445774,52.70
10/9/2023 7:00,"23,174,318.90","408,067.10",445778,52.70
10/9/2023 8:00,"22,581,030.70","396,457.10",445748,52.80
10/9/2023 9:00,"21,543,679.60","364,950.50",445726,52.80
10/9/2023 10:00,"21,821,396.20","366,796.90",445681,52.80
10/9/2023 11:00,"22,525,012.40","380,311.60",445696,52.70
10/9/2023 12:00,"23,205,076.00","392,323.30",445661,52.60
10/9/2023 13:00,"24,031,451.50","407,293.30",445686,52.70
10/9/2023 14:00,"25,532,059.10","445,753.30",445706,52.70
10/9/2023 15:00,"26,222,617.50","485,124.30",445681,52.70
10/9/2023 16:00,"25,967,133.00","494,579.40",445756,52.70
10/9/2023 17:00,"25,234,746.20","470,370.80",445721,52.70
10/9/2023 18:00,"21,609,707.10","365,947.70",445444,52.60
10/9/2023 19:00,"17,583,781.10","277,592.40",445701,52.70
10/9/2023 20:00,"14,449,607.30","221,883.80",445686,52.70
10/9/2023 21:00,"12,111,219.70","181,810.80",445692,52.70
10/9/2023 22:00,"9,486,563.90","142,251.80",445722,52.80
10/9/2023 23:00,"6,738,512.60","101,274.20",445434,52.80
10/10/2023 0:00,"4,743,964.60","71,639.50",445721,53.10
10/10/2023 1:00,"3,651,627.40","55,563.60",445701,53.10
10/10/2023 2:00,"3,515,299.20","53,630.80",445717,53.00
10/10/2023 3:00,"4,629,494.50","70,103.00",445662,52.90
10/10/2023 4:00,"8,494,658.20","127,038.30",445666,52.90
10/10/2023 5:00,"15,383,266.80","231,267.20",445671,52.90
10/10/2023 6:00,"20,637,896.70","359,751.10",445666,52.80
10/10/2023 7:00,"24,265,942.80","464,845.40",445707,52.80
10/10/2023 8:00,"23,657,100.90","473,249.30",445414,53.00
10/10/2023 9:00,"21,918,325.50","407,024.70",445687,53.00
10/10/2023 10:00,"21,219,354.30","367,227.50",445686,53.00
10/10/2023 11:00,"21,352,604.10","361,745.50",445651,53.00
10/10/2023 12:00,"22,129,206.60","370,443.80",445651,52.90
10/10/2023 13:00,"23,047,759.80","386,116.80",445666,53.00
10/10/2023 14:00,"24,902,997.70","434,269.30",445681,53.00
10/10/2023 15:00,"25,818,181.80","490,396.70",445651,53.00
10/10/2023 16:00,"25,696,134.70","515,930.50",445636,52.90
10/10/2023 17:00,"25,163,380.40","517,371.60",445676,52.80
10/10/2023 18:00,"22,239,338.40","416,466.10",445676,52.80
10/10/2023 19:00,"18,334,950.60","305,744.60",445666,52.80
10/10/2023 20:00,"15,020,187.60","234,536.80",445691,52.90
10/10/2023 21:00,"12,414,604.50","187,344.50",445686,52.90
10/10/2023 22:00,"9,629,873.70","145,100.80",445691,52.90
10/10/2023 23:00,"6,852,852.70","103,705.40",445414,52.90
10/11/2023 0:00,"4,826,937.20","73,082.10",445691,53.40
10/11/2023 1:00,"3,693,244.00","56,336.00",445686,53.40
10/11/2023 2:00,"3,544,307.30","54,199.60",445661,53.40
10/11/2023 3:00,"4,642,636.40","70,673.50",445712,53.20
10/11/2023 4:00,"8,536,865.40","128,760.30",445419,53.20
10/11/2023 5:00,"15,480,430.80","233,385.40",445701,53.20
10/11/2023 6:00,"20,813,593.90","361,114.10",445661,53.20
10/11/2023 7:00,"24,455,522.80","468,586.40",445717,53.10
10/11/2023 8:00,"23,810,767.00","474,327.80",445754,53.20
10/11/2023 9:00,"22,085,827.40","405,290.30",445718,53.20
10/11/2023 10:00,"21,425,105.20","370,017.00",445681,53.30
10/11/2023 11:00,"21,618,801.60","364,927.60",445677,53.20
10/11/2023 12:00,"22,487,737.20","378,757.30",445641,53.20
10/11/2023 13:00,"23,574,233.90","400,413.40",445761,52.50
10/11/2023 14:00,"25,176,041.90","446,216.20",445926,53.10
10/11/2023 15:00,"25,905,814.30","498,006.60",445914,53.00
10/11/2023 16:00,"25,897,975.30","529,671.80",445926,52.90
10/11/2023 17:00,"25,401,126.60","530,109.10",445926,53.00
10/11/2023 18:00,"22,704,863.20","430,586.20",445926,53.00
10/11/2023 19:00,"19,003,409.40","321,275.50",445895,53.20
10/11/2023 20:00,"15,752,158.60","245,891.90",445905,53.10
10/11/2023 21:00,"13,167,154.10","198,152.90",445926,53.10
10/11/2023 22:00,"10,093,506.50","151,864.30",445908,53.10
10/11/2023 23:00,"7,184,657.10","108,650.10",445674,53.10
10/12/2023 0:00,"5,071,689.20","77,033.60",445803,53.20
10/12/2023 1:00,"3,884,031.50","59,168.00",445668,53.00
10/12/2023 2:00,"3,698,797.30","56,478.00",445914,53.30
10/12/2023 3:00,"4,743,203.50","72,058.30",445914,53.20
10/12/2023 4:00,"8,524,176.00","128,224.10",445936,53.20
10/12/2023 5:00,"15,352,937.10","231,411.10",445932,53.10
10/12/2023 6:00,"20,678,128.40","355,604.90",445920,53.10
10/12/2023 7:00,"24,132,692.20","455,821.40",445938,53.10
10/12/2023 8:00,"23,518,785.60","462,806.90",445926,53.20
10/12/2023 9:00,"22,043,879.60","406,295.60",445926,53.20
10/12/2023 10:00,"21,773,132.70","377,022.80",445926,53.30
10/12/2023 11:00,"22,214,694.50","378,753.30",445920,53.30
10/12/2023 12:00,"23,004,739.90","392,662.50",445902,53.20
10/12/2023 13:00,"24,003,252.50","414,649.30",445926,53.10
10/12/2023 14:00,"25,580,025.30","466,117.30",445938,53.20
10/12/2023 15:00,"26,157,437.60","519,055.50",445902,53.20
10/12/2023 16:00,"26,086,805.70","545,525.00",445908,53.20
10/12/2023 17:00,"25,759,659.00","547,895.10",445920,53.10
10/12/2023 18:00,"23,150,829.80","446,921.20",445670,51.90
10/12/2023 19:00,"19,803,635.20","340,322.70",445905,53.00
10/12/2023 20:00,"16,708,627.00","265,963.70",445674,53.10
10/12/2023 21:00,"14,167,417.50","215,208.90",445662,53.00
10/12/2023 22:00,"11,107,282.40","168,529.00",445650,53.00
10/12/2023 23:00,"8,021,504.50","121,684.70",445656,53.20
10/13/2023 0:00,"5,688,604.50","86,209.60",445843,53.40
10/13/2023 1:00,"4,303,500.30","65,762.80",445908,53.40
10/13/2023 2:00,"3,992,727.30","61,120.10",445914,53.40
10/13/2023 3:00,"4,848,273.80","73,691.90",445920,53.40
10/13/2023 4:00,"8,279,775.20","123,881.40",445628,44.80
10/13/2023 5:00,"14,780,433.70","220,685.70",445704,39.10
10/13/2023 6:00,"20,177,746.60","331,960.10",445710,39.00
10/13/2023 7:00,"23,881,690.80","414,774.90",445662,50.70
10/13/2023 8:00,"23,596,639.90","413,590.90",445902,53.10
10/13/2023 9:00,"22,535,212.00","381,868.20",445914,53.30
10/13/2023 10:00,"22,965,549.70","388,087.10",445902,53.40
10/13/2023 11:00,"23,941,338.50","408,617.40",445914,53.40
10/13/2023 12:00,"25,131,776.00","436,079.60",445914,53.30
10/13/2023 13:00,"25,925,947.70","462,718.30",445908,53.30
10/13/2023 14:00,"26,774,621.20","508,468.80",445920,53.40
10/13/2023 15:00,"26,835,860.10","547,318.50",445914,53.40
10/13/2023 16:00,"26,651,846.50","549,158.00",445908,53.40
10/13/2023 17:00,"26,339,060.30","528,217.10",445908,53.30
10/13/2023 18:00,"24,358,266.30","447,012.50",445663,53.20
10/13/2023 19:00,"21,319,954.30","359,564.90",445636,53.20
10/13/2023 20:00,"18,222,243.70","285,649.80",445908,53.10
10/13/2023 21:00,"16,187,120.80","244,513.20",445914,53.20
10/13/2023 22:00,"13,831,769.90","208,549.40",445944,53.20
10/13/2023 23:00,"10,511,131.20","158,643.80",445650,53.20
10/14/2023 0:00,"7,455,523.00","112,057.80",445868,53.50
10/14/2023 1:00,"5,408,707.00","81,703.60",445893,53.60
10/14/2023 2:00,"4,568,360.80","69,219.50",445902,53.50
10/14/2023 3:00,"4,194,692.30","63,771.40",445914,53.50
10/14/2023 4:00,"5,092,493.50","77,067.80",445868,53.40
10/14/2023 5:00,"7,580,049.30","114,158.30",445914,53.30
10/14/2023 6:00,"11,314,323.60","172,843.30",445882,53.30
10/14/2023 7:00,"15,382,835.60","235,998.80",445908,53.10
10/14/2023 8:00,"19,323,691.40","299,656.40",445914,53.20
10/14/2023 9:00,"22,165,974.90","350,904.50",445902,53.20
10/14/2023 10:00,"24,176,865.30","390,806.40",445920,53.30
10/14/2023 11:00,"25,158,806.20","417,727.20",445902,53.30
10/14/2023 12:00,"25,513,411.00","433,909.50",445902,53.30
10/14/2023 13:00,"25,562,392.90","440,223.60",445883,53.30
10/14/2023 14:00,"25,551,258.20","445,350.10",445897,53.30
10/14/2023 15:00,"25,374,256.60","445,273.80",445650,53.30
10/14/2023 16:00,"24,965,569.50","437,681.90",445920,53.30
10/14/2023 17:00,"24,296,860.40","421,015.90",445883,53.30
10/14/2023 18:00,"22,593,639.70","381,228.10",445888,53.20
10/14/2023 19:00,"20,154,498.50","327,335.90",445874,53.10
10/14/2023 20:00,"17,674,712.40","274,791.20",445908,53.10
10/14/2023 21:00,"16,374,449.90","245,690.60",445888,53.10
10/14/2023 22:00,"14,710,873.50","220,111.60",445908,53.10
10/14/2023 23:00,"11,536,554.40","172,748.60",445668,53.10
10/15/2023 0:00,"8,137,230.70","121,674.60",445828,53.00
10/15/2023 1:00,"5,583,357.90","83,891.50",445914,52.90
10/15/2023 2:00,"4,406,248.30","66,397.10",445914,52.90
10/15/2023 3:00,"3,577,995.00","54,186.50",445893,52.90
10/15/2023 4:00,"3,710,256.90","56,184.40",445788,52.90
10/15/2023 5:00,"5,001,913.70","75,183.70",445861,52.80
10/15/2023 6:00,"7,375,294.60","110,899.70",445858,52.70
10/15/2023 7:00,"10,061,448.80","150,983.00",445920,52.70
10/15/2023 8:00,"13,895,060.60","209,682.70",445908,52.80
10/15/2023 9:00,"18,579,126.40","284,387.20",445914,52.70
10/15/2023 10:00,"21,996,110.70","344,326.80",445896,52.80
10/15/2023 11:00,"23,673,249.40","382,582.70",445908,52.80
10/15/2023 12:00,"24,762,458.00","409,499.70",445914,52.80
10/15/2023 13:00,"25,105,017.70","422,536.10",445902,52.80
10/15/2023 14:00,"25,188,831.30","428,220.40",445914,52.80
10/15/2023 15:00,"24,865,842.20","421,199.60",445914,52.80
10/15/2023 16:00,"24,450,955.30","409,578.50",445914,52.70
10/15/2023 17:00,"23,642,698.90","391,695.90",445902,52.60
10/15/2023 18:00,"22,206,052.90","365,877.10",445902,52.70
10/15/2023 19:00,"20,486,590.60","334,723.90",445848,52.80
10/15/2023 20:00,"17,961,275.70","286,264.30",445857,52.80
10/15/2023 21:00,"15,171,957.00","228,825.50",445817,52.80
10/15/2023 22:00,"11,597,189.60","174,174.90",445862,52.80
10/15/2023 23:00,"8,214,032.50","123,377.90",445898,52.90
10/16/2023 0:00,"5,564,668.30","83,536.90",445839,53.10
10/16/2023 1:00,"3,962,174.90","60,034.40",445914,53.10
10/16/2023 2:00,"3,600,847.50","54,799.20",445903,53.10
10/16/2023 3:00,"4,675,137.00","70,834.60",445914,53.00
10/16/2023 4:00,"8,571,383.40","128,516.40",445914,53.00
10/16/2023 5:00,"15,150,301.90","229,609.10",445914,52.90
10/16/2023 6:00,"20,076,639.90","342,348.40",445926,52.80
10/16/2023 7:00,"23,774,678.90","439,358.20",445950,52.80
10/16/2023 8:00,"23,416,904.00","444,230.20",445920,52.90
10/16/2023 9:00,"21,651,480.00","381,374.80",445920,53.00
10/16/2023 10:00,"21,358,357.00","362,723.60",445902,53.00
10/16/2023 11:00,"21,840,747.00","367,117.60",445932,53.00
10/16/2023 12:00,"22,552,852.00","378,696.00",445914,53.00
10/16/2023 13:00,"23,432,601.70","395,278.60",445926,53.00
10/16/2023 14:00,"25,077,412.40","435,309.90",445908,52.80
10/16/2023 15:00,"25,856,077.00","480,070.20",445914,52.90
10/16/2023 16:00,"25,706,925.80","496,588.60",445908,52.90
10/16/2023 17:00,"24,891,456.90","475,866.40",445902,52.90
10/16/2023 18:00,"21,472,915.30","375,385.00",445908,52.80
10/16/2023 19:00,"17,461,889.50","279,058.90",445908,52.90
10/16/2023 20:00,"14,213,788.90","219,039.10",445908,52.90
10/16/2023 21:00,"11,990,001.40","180,033.50",445908,52.90
10/16/2023 22:00,"9,387,831.00","141,135.90",445894,53.00
10/16/2023 23:00,"6,687,903.40","100,800.20",445650,52.90
10/17/2023 0:00,"4,689,286.20","70,883.40",445862,53.00
10/17/2023 1:00,"3,642,288.40","55,462.80",445920,53.00
10/17/2023 2:00,"3,531,623.20","53,992.60",445926,53.10
10/17/2023 3:00,"4,630,752.30","70,212.90",445944,53.00
10/17/2023 4:00,"8,481,563.20","127,232.70",445910,53.00
10/17/2023 5:00,"15,332,202.80","230,860.80",445962,52.90
10/17/2023 6:00,"20,677,688.30","359,687.20",445962,52.90
10/17/2023 7:00,"24,191,089.80","465,282.30",445962,52.90
10/17/2023 8:00,"23,718,494.10","475,965.40",445962,53.00
10/17/2023 9:00,"21,891,976.40","405,308.40",445968,53.00
10/17/2023 10:00,"21,090,649.50","365,231.50",445968,53.00
10/17/2023 11:00,"21,230,381.70","357,963.10",445968,53.00
10/17/2023 12:00,"22,076,385.40","369,741.60",445710,53.00
10/17/2023 13:00,"23,117,020.40","388,593.70",445932,52.80
10/17/2023 14:00,"24,759,403.50","436,191.30",445930,52.90
10/17/2023 15:00,"25,431,051.10","489,789.00",445919,52.90
10/17/2023 16:00,"25,511,395.20","518,034.20",445875,52.90
10/17/2023 17:00,"25,015,066.50","517,962.50",445863,52.80
10/17/2023 18:00,"22,120,823.10","417,588.80",445886,52.40
10/17/2023 19:00,"18,293,254.00","304,001.10",445787,52.40
10/17/2023 20:00,"14,988,143.30","231,814.70",445692,52.40
10/17/2023 21:00,"12,369,975.60","186,126.40",445727,52.40
10/17/2023 22:00,"9,624,363.20","144,914.60",445702,52.40
10/17/2023 23:00,"6,803,820.30","102,990.00",445738,52.50
10/18/2023 0:00,"4,832,018.80","73,351.00",445727,52.70
10/18/2023 1:00,"3,703,121.80","56,432.80",445706,52.60
10/18/2023 2:00,"3,554,589.40","54,229.00",445701,52.60
10/18/2023 3:00,"4,665,601.10","70,646.70",445717,52.60
10/18/2023 4:00,"8,522,074.50","127,646.50",445682,52.50
10/18/2023 5:00,"15,459,136.00","232,868.90",445651,52.50
10/18/2023 6:00,"20,808,911.00","362,071.90",445636,52.80
10/18/2023 7:00,"24,431,240.30","467,948.30",445726,52.80
10/18/2023 8:00,"23,806,022.70","475,872.00",445646,53.00
10/18/2023 9:00,"21,907,271.20","408,061.80",445666,53.00
10/18/2023 10:00,"21,422,157.40","373,942.50",445671,53.10
10/18/2023 11:00,"21,562,537.30","366,893.20",445692,53.00
10/18/2023 12:00,"22,470,163.50","379,223.50",445707,53.10
10/18/2023 13:00,"23,447,128.40","399,196.70",445651,52.90
10/18/2023 14:00,"25,158,220.70","447,276.00",445666,52.90
10/18/2023 15:00,"25,857,006.90","498,110.20",445419,52.70
10/18/2023 16:00,"25,810,679.00","528,250.60",445706,52.90
10/18/2023 17:00,"25,208,794.70","528,212.60",445671,52.90
10/18/2023 18:00,"22,437,115.20","428,077.50",445661,52.90
10/18/2023 19:00,"18,699,422.70","315,551.90",445701,52.80
10/18/2023 20:00,"15,655,902.30","243,914.20",445661,52.80
10/18/2023 21:00,"13,065,184.60","196,782.50",445711,52.90
10/18/2023 22:00,"10,093,468.00","152,237.30",445686,52.90
10/18/2023 23:00,"7,199,692.20","109,067.40",445471,52.90
10/19/2023 0:00,"5,059,420.50","76,621.40",445777,53.30
10/19/2023 1:00,"3,882,170.80","59,140.40",445706,53.30
10/19/2023 2:00,"3,721,837.80","56,848.60",445711,53.20
10/19/2023 3:00,"4,744,334.30","71,986.70",445691,53.20
10/19/2023 4:00,"8,588,934.40","129,280.00",445676,53.10
10/19/2023 5:00,"15,391,262.70","232,121.30",445706,53.10
10/19/2023 6:00,"20,833,438.10","359,331.80",445656,53.00
10/19/2023 7:00,"24,440,440.60","465,771.80",445736,53.00
10/19/2023 8:00,"23,986,097.60","475,142.80",445707,53.10
10/19/2023 9:00,"22,385,237.50","413,057.00",445681,53.20
10/19/2023 10:00,"21,914,157.30","380,109.40",445676,53.10
10/19/2023 11:00,"22,347,929.40","381,047.10",445707,52.90
10/19/2023 12:00,"23,213,421.50","393,661.40",445696,52.80
10/19/2023 13:00,"24,213,951.70","415,495.70",445707,52.80
10/19/2023 14:00,"25,663,375.70","464,966.50",445676,52.90
10/19/2023 15:00,"26,189,785.20","519,021.80",445661,52.90
10/19/2023 16:00,"26,115,953.80","549,198.20",445661,52.90
10/19/2023 17:00,"25,650,775.00","550,574.90",445641,52.70
10/19/2023 18:00,"23,181,638.90","454,313.10",445721,52.60
10/19/2023 19:00,"19,849,036.20","339,122.00",445681,52.60
10/19/2023 20:00,"16,800,566.20","263,660.50",445681,52.60
10/19/2023 21:00,"14,250,507.00","215,222.50",445671,52.60
10/19/2023 22:00,"11,282,370.60","169,688.90",445666,52.70
10/19/2023 23:00,"7,985,660.10","120,521.10",445399,53.10
10/20/2023 0:00,"5,597,677.20","84,588.40",444211,53.70
10/20/2023 1:00,"4,276,573.50","65,020.30",444071,53.50
10/20/2023 2:00,"3,967,563.00","60,492.80",444112,53.70
10/20/2023 3:00,"4,828,197.70","73,247.60",444096,53.60
10/20/2023 4:00,"8,368,499.90","125,652.90",444096,53.50
10/20/2023 5:00,"14,748,781.70","220,721.40",444101,53.50
10/20/2023 6:00,"20,041,855.50","332,354.80",444116,53.40
10/20/2023 7:00,"23,859,238.40","418,674.90",444117,53.50
10/20/2023 8:00,"23,852,936.80","421,574.00",444091,53.60
10/20/2023 9:00,"22,633,470.80","384,123.70",444111,53.60
10/20/2023 10:00,"22,977,479.10","388,837.30",444121,53.60
10/20/2023 11:00,"24,002,381.00","411,140.40",444187,53.50
10/20/2023 12:00,"24,939,253.30","436,650.40",444147,53.50
10/20/2023 13:00,"25,730,122.80","466,730.50",444163,53.50
10/20/2023 14:00,"26,641,613.80","513,357.50",443890,53.50
10/20/2023 15:00,"26,654,850.60","550,160.00",443884,53.50
10/20/2023 16:00,"26,456,431.30","553,662.20",444116,53.50
10/20/2023 17:00,"26,080,984.40","528,539.20",444136,53.40
10/20/2023 18:00,"24,408,940.20","454,359.30",444106,53.40
10/20/2023 19:00,"21,528,650.30","365,042.40",444138,53.40
10/20/2023 20:00,"18,361,576.60","291,036.30",444177,53.40
10/20/2023 21:00,"16,343,007.60","248,192.50",444194,53.40
10/20/2023 22:00,"14,021,621.70","210,686.30",443924,53.40
10/20/2023 23:00,"10,488,760.50","157,634.90",443920,53.40
10/21/2023 0:00,"7,331,954.40","110,430.50",443942,53.50
10/21/2023 1:00,"5,326,206.50","80,304.40",444151,53.50
10/21/2023 2:00,"4,532,338.90","68,343.20",443915,53.50
10/21/2023 3:00,"4,163,746.80","63,043.60",444174,53.50
10/21/2023 4:00,"5,054,186.90","76,318.10",443930,53.50
10/21/2023 5:00,"7,547,907.60","113,223.10",443896,53.40
10/21/2023 6:00,"11,398,921.70","173,917.40",443992,53.40
10/21/2023 7:00,"15,526,709.30","238,459.00",443924,53.50
10/21/2023 8:00,"19,418,105.40","301,173.80",444175,53.60
10/21/2023 9:00,"22,426,181.50","354,321.40",443961,53.60
10/21/2023 10:00,"24,239,298.70","396,134.10",444136,53.40
10/21/2023 11:00,"25,188,486.90","424,307.40",443934,53.40
10/21/2023 12:00,"25,536,824.70","439,217.30",444176,53.40
10/21/2023 13:00,"25,646,039.10","445,870.40",444130,53.40
10/21/2023 14:00,"25,675,374.20","450,797.40",444127,53.40
10/21/2023 15:00,"25,441,010.60","449,216.20",443855,52.60
10/21/2023 16:00,"25,107,126.20","442,893.70",444153,53.50
10/21/2023 17:00,"24,361,940.60","426,027.50",443941,53.30
10/21/2023 18:00,"22,717,717.60","388,342.80",444189,53.20
10/21/2023 19:00,"20,376,223.20","334,107.90",443886,53.30
10/21/2023 20:00,"17,921,585.30","278,136.90",443936,53.40
10/21/2023 21:00,"16,657,784.30","250,148.60",444176,53.50
10/21/2023 22:00,"14,938,410.90","223,310.70",444131,53.40
10/21/2023 23:00,"11,646,678.70","174,170.10",443885,53.40
10/22/2023 0:00,"8,190,393.40","122,210.80",443874,53.50
10/22/2023 1:00,"5,667,076.80","84,959.70",444132,53.50
10/22/2023 2:00,"4,512,820.60","67,865.60",443894,53.50
10/22/2023 3:00,"3,636,154.90","54,858.90",444117,53.50
10/22/2023 4:00,"3,733,413.00","56,268.20",444096,53.40
10/22/2023 5:00,"5,004,304.50","75,033.60",444146,53.40
10/22/2023 6:00,"7,296,516.40","109,358.80",444056,53.40
10/22/2023 7:00,"10,041,177.60","150,453.40",444166,53.30
10/22/2023 8:00,"13,758,071.50","207,596.80",444126,53.40
10/22/2023 9:00,"18,385,025.90","281,426.20",444131,53.40
10/22/2023 10:00,"21,873,399.20","343,680.70",444166,53.50
10/22/2023 11:00,"23,624,950.60","383,599.10",444126,53.50
10/22/2023 12:00,"24,584,560.70","409,934.70",444086,53.40
10/22/2023 13:00,"25,076,252.90","423,531.50",444086,53.40
10/22/2023 14:00,"24,909,041.70","426,042.40",444116,53.40
10/22/2023 15:00,"24,587,116.40","417,289.20",444141,53.40
10/22/2023 16:00,"24,172,848.90","406,568.60",444086,53.40
10/22/2023 17:00,"23,464,891.80","393,521.80",444166,53.30
10/22/2023 18:00,"21,986,443.60","367,372.10",444106,53.30
10/22/2023 19:00,"19,959,739.00","329,147.20",444091,53.30
10/22/2023 20:00,"17,590,988.30","280,927.30",444101,53.30
10/22/2023 21:00,"14,601,758.80","220,345.70",444156,53.40
10/22/2023 22:00,"11,054,027.70","165,382.30",444171,53.40
10/22/2023 23:00,"7,607,308.70","113,965.00",444111,53.40
10/23/2023 0:00,"5,263,376.20","79,093.80",444136,53.80
10/23/2023 1:00,"3,862,561.50","58,466.70",444111,53.70
10/23/2023 2:00,"3,568,127.50","54,270.60",444116,53.60
10/23/2023 3:00,"4,677,835.90","70,863.20",444160,53.50
10/23/2023 4:00,"8,492,917.60","127,672.80",444097,53.50
10/23/2023 5:00,"14,999,865.30","228,099.70",444137,53.50
10/23/2023 6:00,"20,056,258.50","344,187.30",444108,53.40
10/23/2023 7:00,"23,787,972.90","440,566.70",444147,53.40
10/23/2023 8:00,"23,402,503.50","438,790.20",444111,53.40
10/23/2023 9:00,"21,451,963.10","374,742.50",444101,53.50
10/23/2023 10:00,"21,237,959.50","356,829.50",444111,53.60
10/23/2023 11:00,"21,633,308.00","360,018.60",444106,53.70
10/23/2023 12:00,"22,443,945.70","373,418.40",444161,53.60
10/23/2023 13:00,"23,255,229.30","389,452.60",444096,53.60
10/23/2023 14:00,"25,004,954.40","427,934.00",444101,53.60
10/23/2023 15:00,"25,785,587.40","472,121.00",444142,53.60
10/23/2023 16:00,"25,715,175.80","493,685.60",444116,53.50
10/23/2023 17:00,"25,117,378.60","480,057.00",444116,53.50
10/23/2023 18:00,"21,584,716.50","375,195.30",444126,53.50
10/23/2023 19:00,"17,223,079.90","273,482.10",444137,53.50
10/23/2023 20:00,"14,157,059.20","217,059.70",444126,53.60
10/23/2023 21:00,"11,860,863.80","178,321.40",444131,53.50
